x y
1 3.5287224728938 44.133767111712
2 -0.571553639975755 45.1376542166638
3 1.42858104922891 28.5735169849586
4 3.42871573843357 27.8206016562447
5 3.92874941073473 12.7622950819672
6 20.0298336588322 13.1387527463242
7 27.63034547781 21.5463072502958
8 24.630143444003 35.0987831671455
9 17.7296787662469 34.5968396146696
10 18.1297057040878 19.78950481663
11 12.0292949020136 10.6290349839446
12 15.1295036702808 47.6473719790434
13 41.7312950367028 38.6123880344769
14 41.831301771163 26.189285110698
15 40.8312344265607 10.8800067601825
16 35.6308842346286 0.715649822545208
17 23.0300356926392 0.841135710664187
18 13.929422856758 2.84890992056785
19 4.22876961411543 0.213706270069291
20 10.6292006195703 19.1620753760352
21 13.929422856758 25.4363697819841
22 12.2293083709341 28.4480310968396
23 12.0292949020136 42.0005070136894
24 19.1297730486901 40.9966199087375
25 21.7299481446562 33.4674666215988
26 23.2300491615597 22.8011661314855
27 34.0307764832649 13.891668075038
28 35.0308438278672 28.6990028730776
29 35.4308707657081 42.5024505661653
30 44.9315105394303 44.133767111712
31 46.3316048218735 46.3925130978536
32 33.5307428109637 46.6434848740916
33 29.4304666980942 45.1376542166638
34 30.8305609805374 40.8711340206185
35 48.231732776618 15.2720128443468
36 42.4313421779244 3.22536758492479
37 42.4313421779244 3.22536758492479
38 52.9320492962489 -3.04892682102417
39 43.1313893191461 -0.0372655061686658
40 32.7306889352818 8.49577488592192
41 25.5302040541451 8.74674666215988
42 26.3302579298269 13.891668075038
43 18.8297528453095 6.36251478789927
44 -1.67162771903832 2.72342403244888
45 -5.37187689406694 22.0482508027717
46 -1.67162771903832 34.7223255027886
47 6.32891103778032 36.2281561602163
48 12.1293016364738 46.2670272097346
49 39.3311334096572 16.4013858374176
50 51.3319415448852 8.99771843839784
51 45.8315711495724 46.3925130978536
52 40.4312074887198 48.7767449721142
53 31.6306148562193 48.7767449721142
54 35.0308438278672 34.2203819503126
55 27.3303252744293 30.9577488592192
56 46.4316115563338 40.4946763562616
57 48.6317597144589 46.1415413216157
58 49.0317866522998 49.5296603008281
59 28.930433025793 15.1465269562278
60 5.22883695871776 32.08712185229
