x y
1 1.92861472153007 5.10765590670948
2 9.62913327496802 11.2564644245395
3 17.0296316250253 18.2836741592023
4 29.6304801670146 29.5774040899104
5 36.3309313758502 34.7223255027886
6 42.231328709004 36.4791279364543
7 42.1313219745437 43.2553658948792
8 51.5319550138057 36.3536420483353
9 45.4315442117314 47.2709143146865
10 46.8316384941747 41.4985634612134
11 26.0302377264462 23.8050532364374
12 19.5297999865311 30.0793476423863
13 18.3297191730083 15.0210410681088
14 9.12909960266685 9.49966199087375
15 3.62872920735403 15.6484705087037
16 14.5294632635194 16.9033293898935
