x y
1 -4.37180954946461 47.6473719790434
2 -2.57168832918042 42.8789082305222
3 2.72866859721193 36.9810714889302
4 4.32877634857566 29.5774040899104
5 9.62913327496802 22.6756802433666
6 13.6294026533773 12.2603515294913
7 16.7296114216446 9.37417610275477
8 19.2297797831504 2.34696636809194
9 24.1301097717018 2.5979381443299
10 24.7301501784632 2.34696636809194
11 27.5303387433497 2.22148047997296
12 30.8305609805374 7.24091600473212
13 32.8306956697421 13.6406962988001
14 34.7308236244865 17.7817306067264
15 38.7310930028958 26.063799222579
16 41.9313085056233 34.0948960621937
17 44.1314566637484 36.9810714889302
18 45.8315711495724 42.3769646780463
19 46.4316115563338 44.6357106641879
20 49.8318405279817 48.9022308602332
21 50.1318607313624 50.282575629542
22 44.7314970705098 38.8633598107149
23 42.4313421779244 31.5851782998141
24 37.1309852515321 22.8011661314855
25 11.2292410263317 15.6484705087037
26 7.02895817900196 23.5540814601994
27 6.92895144454172 28.0715734324827
28 3.92874941073473 32.8400371810039
29 1.22856758030844 39.3653033631908
30 -0.871573843356454 44.133767111712
31 -1.07158731227692 46.5179989859726
32 -0.371540171055289 50.408061517661
33 9.52912654050778 19.1620753760352
34 15.8295508115025 6.23702889978029
35 20.5298673311334 1.71953692749704
36 23.4300626304802 1.46856515125908
37 26.0302377264462 1.46856515125908
38 31.3305946528386 7.3664018928511
39 31.3305946528386 8.11931722156498
40 28.6304128224123 -0.288237282406625
41 18.5297326419288 7.11543011661314
42 22.930028958179 1.46856515125908
43 25.4301973196848 -3.17441270914315
44 26.0302377264462 -2.92344093290519
45 28.5304060879521 6.11154301166131
46 40.0311805508789 29.7028899780294
47 47.831705838777 45.0121683285449
48 48.3317395110782 47.5218860909244
49 47.2316654320156 49.7806320770661
50 6.22890430332009 34.5968396146696
51 5.42885042763823 26.8167145512929
52 10.929220822951 13.766182186919
53 13.8294161222978 8.74674666215988
54 36.7309583136912 21.2953354740578
55 33.4307360765035 11.0054926483015
56 33.4307360765035 9.37417610275477
57 33.230722607583 6.48800067601825
58 30.3305273082363 4.73119824235254
59 22.7300154892585 -1.79406793983438
60 17.6296720317867 4.73119824235254
61 4.92881675533706 35.3497549433835
62 3.12869553505287 41.7495352374514
