x y
1 0.528520439086809 2.72342403244888
2 8.62906593036569 13.3897245225621
3 15.4295238736615 18.4091600473213
4 26.8302916021281 29.3264323136725
5 27.4303320088895 35.8516984958594
6 35.0308438278672 34.9732972790265
7 42.231328709004 43.8827953354741
8 46.8316384941747 38.8633598107149
9 50.0318539969022 45.7650836572587
10 43.6314229914472 48.1493155315193
11 40.7312276921005 34.3458678384316
12 17.9296922351674 28.1970593206017
13 19.2297797831504 17.5307588304884
14 10.5291938851101 13.766182186919
15 9.42911980604755 16.7778435017745
16 5.22883695871776 8.11931722156498
17 2.72866859721193 8.6212607740409
18 0.828540642467508 6.36251478789927
19 -0.871573843356454 6.11154301166131
20 12.629335308775 21.0443636978198
21 14.4294565290592 18.5346459354403
22 21.9299616135767 25.0599121176272
23 27.4303320088895 33.0910089572418
24 33.9307697488046 42.0005070136894
25 39.4311401441175 39.1143315869528
26 41.4312748333221 40.7456481324996
27 44.5314836015893 41.1221057968565
28 45.0315172738905 46.8944566503296
29 30.3305273082363 30.9577488592192
30 30.230520573776 35.4752408315024
31 30.3305273082363 27.8206016562447
32 27.9303656811907 24.5579685651513
33 24.1301097717018 27.5696298800068
34 20.3298538622129 21.1698495859388
35 16.7296114216446 23.3031096839615
36 15.9295575459627 19.914990704749
37 8.32904572698498 13.891668075038
38 5.22883695871776 13.1387527463242
39 4.22876961411543 9.49966199087375
40 -1.87164118795878 3.22536758492479
41 -4.17179608054414 3.60182524928173
42 -4.57182301838508 -1.41761027547744
43 -5.97191730082834 -0.790180834882542
44 47.831705838777 48.6512590839953
45 47.831705838777 44.259252999831
46 35.3308640312479 37.6085009295251
47 36.23092464139 32.338093628528
48 32.9307024042023 33.8439242859557
49 12.4293218398545 17.0288152780125
50 18.9297595797697 21.7972790265337
51 24.5301367095427 24.1815109007943
52 44.3314701326689 42.7534223424032
